time,temp
0.0,23.54
0.101,23.54
0.201,22.9
0.302,23.54
0.402,23.54
0.503,22.9
0.603,23.54
0.703,23.54
0.804,23.54
0.904,23.54
1.005,22.9
1.105,23.54
1.205,23.54
1.306,23.54
1.406,22.9
1.507,23.54
1.607,23.54
1.708,23.54
1.808,23.54
1.908,22.9
2.009,23.54
2.109,22.9
2.21,23.54
2.31,22.9
2.411,23.54
2.511,22.9
2.612,23.54
2.712,22.9
2.812,22.9
2.913,22.9
